gender,age,study_hours,attendance,sleep_hours,previous_grade,internet_access,parent_education,family_income,extra_classes,assignments_completed,participation,final_score,pass_fail,study_efficiency,homework_ratio,academic_engagement_score,sleep_quality_index,grade_trend,risk_index
female,17,5,93.55,7.0,37.5,yes,secondary,medium,no,92.8,60.0,45,1,4.6775,0.9279999999999999,0.8226000000000001,0.875,-17.5,8.057500000000001
male,17,5,95.7,7.0,42.5,no,middle,low,no,95.2,46.67,50,1,4.785,0.9520000000000001,0.8117400000000001,0.875,-12.5,6.704999999999998
female,16,5,89.25,6.0,57.5,yes,middle,medium,no,88.0,66.67,65,1,4.4624999999999995,0.88,0.80434,0.75,2.5,10.7625
female,17,5,100.0,7.0,40.0,yes,primary,medium,no,100.0,73.33,45,1,5.0,1.0,0.89666,0.875,-15.0,4.0
male,17,5,87.1,8.0,37.5,yes,middle,medium,yes,85.6,80.0,40,1,4.355,0.856,0.8152,1.0,-17.5,12.115000000000002
male,16,2,91.4,8.0,42.5,yes,secondary,low,no,90.4,60.0,50,1,1.828,0.904,0.7768,1.0,-12.5,21.409999999999997
male,16,2,100.0,7.0,67.5,yes,middle,medium,no,100.0,73.33,70,1,2.0,1.0,0.86666,0.875,12.5,16.0
female,17,5,100.0,8.0,72.5,yes,secondary,high,no,100.0,60.0,75,1,5.0,1.0,0.87,1.0,17.5,4.0
male,17,2,95.7,8.0,80.0,yes,higher,medium,no,95.2,66.67,80,1,1.9140000000000001,0.9520000000000001,0.8217400000000001,1.0,25.0,18.705
male,16,2,91.4,7.0,45.0,yes,secondary,low,yes,90.4,66.67,50,1,1.828,0.904,0.7901400000000001,0.875,-10.0,21.409999999999997
female,17,2,74.19,6.0,90.0,yes,higher,medium,no,53.2,66.67,90,1,1.4838,0.532,0.6097,0.75,35.0,36.7335
female,16,5,100.0,7.0,45.0,yes,higher,high,yes,100.0,73.33,50,1,5.0,1.0,0.89666,0.875,-10.0,4.0
female,16,5,97.85,6.0,80.0,yes,higher,medium,no,97.6,80.0,80,1,4.8925,0.976,0.8942,0.75,25.0,5.352500000000004
female,16,5,93.55,8.0,45.0,no,middle,medium,yes,92.8,73.33,50,1,4.6775,0.9279999999999999,0.8492600000000001,1.0,-10.0,8.057500000000001
female,17,5,95.7,6.0,45.0,no,primary,medium,yes,95.2,80.0,50,1,4.785,0.9520000000000001,0.8784000000000002,0.75,-10.0,6.704999999999998
female,17,2,80.65,7.0,32.5,yes,middle,low,no,78.4,66.67,30,0,1.6130000000000002,0.784,0.7111400000000001,0.875,-22.5,28.172499999999996
female,16,12,93.55,8.0,50.0,yes,middle,low,yes,92.8,86.67,55,1,11.225999999999999,0.9279999999999999,0.9259400000000001,1.0,-5.0,4.057500000000001
female,17,8,69.89,8.0,47.5,yes,higher,medium,yes,48.4,73.33,45,1,5.5912,0.484,0.6514199999999999,1.0,-7.5,23.438499999999998
female,16,5,94.62,8.0,35.0,yes,middle,medium,yes,40.0,53.33,35,0,4.731,0.4,0.6551400000000001,1.0,-20.0,20.883
female,16,5,89.25,6.0,57.5,yes,higher,medium,yes,88.0,40.0,65,1,4.4624999999999995,0.88,0.7510000000000001,0.75,2.5,10.7625
female,16,2,93.55,8.0,45.0,no,primary,medium,yes,92.8,60.0,50,1,1.871,0.9279999999999999,0.7926000000000001,1.0,-10.0,20.0575
female,17,8,93.55,8.0,35.0,yes,higher,low,yes,92.8,66.67,35,0,7.484,0.9279999999999999,0.8659400000000002,1.0,-20.0,4.057500000000001
female,19,12,89.25,7.0,40.0,yes,secondary,medium,yes,88.0,66.67,40,1,10.709999999999999,0.88,0.85434,0.875,-15.0,6.762499999999999
male,17,5,86.02,7.0,60.0,yes,higher,high,yes,84.4,86.67,65,1,4.301,0.8440000000000001,0.8206200000000001,0.875,5.0,12.793
female,16,5,100.0,8.0,62.5,yes,middle,medium,yes,100.0,66.67,70,1,5.0,1.0,0.88334,1.0,7.5,4.0
male,18,5,83.87,8.0,32.5,yes,middle,medium,yes,64.0,80.0,40,1,4.1935,0.64,0.73748,1.0,-22.5,18.6455
female,17,2,87.1,7.0,45.0,no,higher,low,yes,85.6,53.33,50,1,1.742,0.856,0.73186,0.875,-10.0,24.115000000000002
female,17,5,97.85,6.0,72.5,yes,middle,high,yes,97.6,80.0,75,1,4.8925,0.976,0.8942,0.75,17.5,5.352500000000004
female,17,5,76.34,6.0,30.0,yes,higher,medium,yes,37.6,80.0,20,0,3.817,0.376,0.6281600000000002,0.75,-25.0,27.881
male,18,5,86.02,8.0,30.0,yes,secondary,high,yes,66.4,60.0,40,1,4.301,0.664,0.71328,1.0,-25.0,17.293
female,17,2,96.77,7.0,35.0,no,middle,medium,yes,96.4,60.0,40,1,1.9354,0.9640000000000001,0.81628,0.875,-20.0,18.0305
female,17,8,95.7,8.0,47.5,yes,middle,medium,yes,95.2,66.67,50,1,7.656000000000001,0.9520000000000001,0.8817400000000002,1.0,-7.5,2.7049999999999983
female,17,5,97.85,8.0,30.0,yes,middle,low,no,97.6,73.33,30,0,4.8925,0.976,0.88086,1.0,-25.0,5.352500000000004
female,17,8,100.0,8.0,27.5,no,primary,medium,no,82.0,73.33,0,0,8.0,0.82,0.87266,1.0,-27.5,4.5
female,16,5,97.85,7.0,80.0,yes,middle,medium,yes,97.6,40.0,85,1,4.8925,0.976,0.8142,0.875,25.0,5.352500000000004
male,18,5,100.0,8.0,62.5,yes,middle,medium,yes,100.0,60.0,65,1,5.0,1.0,0.87,1.0,7.5,4.0
female,16,8,100.0,8.0,65.0,yes,higher,medium,no,100.0,66.67,70,1,8.0,1.0,0.91334,1.0,10.0,0.0
female,18,5,82.8,8.0,42.5,yes,middle,low,no,62.8,73.33,35,0,4.14,0.628,0.71626,1.0,-12.5,19.32
female,17,5,89.25,7.0,77.5,yes,middle,medium,no,88.0,80.0,75,1,4.4624999999999995,0.88,0.8310000000000001,0.875,22.5,10.7625
male,17,5,97.85,7.0,57.5,yes,middle,high,yes,97.6,73.33,60,1,4.8925,0.976,0.88086,0.875,2.5,5.352500000000004
male,18,5,84.95,7.0,45.0,yes,middle,high,yes,83.2,60.0,45,1,4.2475000000000005,0.8320000000000001,0.7594000000000001,0.875,-10.0,13.467499999999998
female,17,8,89.25,7.0,55.0,yes,middle,medium,no,88.0,53.33,60,1,7.14,0.88,0.80766,0.875,0.0,6.762499999999999
female,17,5,84.95,7.0,65.0,yes,higher,high,no,83.2,53.33,70,1,4.2475000000000005,0.8320000000000001,0.7460600000000001,0.875,10.0,13.467499999999998
male,17,5,95.7,6.0,55.0,yes,middle,low,yes,95.2,73.33,55,1,4.785,0.9520000000000001,0.8650600000000002,0.75,0.0,6.704999999999998
male,17,5,84.95,6.0,50.0,yes,higher,medium,yes,83.2,93.33,45,1,4.2475000000000005,0.8320000000000001,0.8260600000000001,0.75,-5.0,13.467499999999998
male,16,5,97.85,6.0,67.5,yes,higher,medium,yes,97.6,66.67,65,1,4.8925,0.976,0.86754,0.75,12.5,5.352500000000004
male,16,5,80.65,8.0,40.0,yes,primary,high,yes,78.4,60.0,30,0,4.032500000000001,0.784,0.7278000000000001,1.0,-15.0,16.172499999999996
male,16,8,89.25,6.0,50.0,yes,middle,medium,no,88.0,73.33,50,1,7.14,0.88,0.8476600000000001,0.75,-5.0,6.762499999999999
male,17,5,95.7,8.0,67.5,yes,middle,high,yes,95.2,66.67,65,1,4.785,0.9520000000000001,0.8517400000000002,1.0,12.5,6.704999999999998
female,16,2,78.49,8.0,62.5,yes,middle,medium,no,76.0,73.33,60,1,1.5697999999999999,0.76,0.70862,1.0,7.5,29.5285
female,17,5,97.85,7.0,60.0,no,middle,low,no,97.6,26.67,55,1,4.8925,0.976,0.7875399999999999,0.875,5.0,5.352500000000004
male,18,5,100.0,6.0,35.0,yes,middle,medium,no,82.0,93.33,0,0,5.0,0.82,0.8826600000000001,0.75,-20.0,8.5
male,17,5,84.95,8.0,60.0,yes,higher,high,no,83.2,80.0,60,1,4.2475000000000005,0.8320000000000001,0.7994000000000001,1.0,5.0,13.467499999999998
male,17,5,97.85,8.0,52.5,yes,higher,low,yes,97.6,60.0,60,1,4.8925,0.976,0.8542,1.0,-2.5,5.352500000000004
male,16,2,100.0,7.0,15.0,yes,higher,high,no,100.0,93.33,0,0,2.0,1.0,0.90666,0.875,-40.0,16.0
male,16,2,100.0,8.0,62.5,yes,higher,medium,no,100.0,66.67,60,1,2.0,1.0,0.85334,1.0,7.5,16.0
female,18,8,100.0,7.0,17.5,yes,middle,medium,yes,100.0,80.0,0,0,8.0,1.0,0.94,0.875,-37.5,0.0
male,16,2,93.55,8.0,90.0,yes,middle,medium,no,92.8,66.67,90,1,1.871,0.9279999999999999,0.8059400000000001,1.0,35.0,20.0575
male,17,2,95.7,6.0,60.0,yes,middle,medium,no,95.2,60.0,65,1,1.9140000000000001,0.9520000000000001,0.8084000000000001,0.75,5.0,18.705
male,22,2,82.8,6.0,35.0,yes,middle,medium,no,26.8,93.33,40,1,1.656,0.268,0.61826,0.75,-20.0,40.32
male,18,5,91.4,8.0,20.0,yes,secondary,low,no,72.4,66.67,25,0,4.57,0.7240000000000001,0.7661400000000002,1.0,-35.0,13.909999999999997
male,16,2,100.0,8.0,70.0,yes,primary,medium,yes,100.0,60.0,75,1,2.0,1.0,0.84,1.0,15.0,16.0
male,18,2,100.0,8.0,35.0,yes,middle,medium,no,82.0,86.67,40,1,2.0,0.82,0.8393400000000001,1.0,-20.0,20.5
male,16,5,93.55,6.0,42.5,yes,secondary,medium,yes,92.8,73.33,50,1,4.6775,0.9279999999999999,0.8492600000000001,0.75,-12.5,8.057500000000001
male,18,2,95.7,8.0,37.5,yes,middle,medium,no,77.2,66.67,40,1,1.9140000000000001,0.772,0.7677400000000001,1.0,-17.5,23.205
male,16,2,100.0,7.0,42.5,no,middle,low,no,100.0,53.33,40,1,2.0,1.0,0.82666,0.875,-12.5,16.0
male,17,2,100.0,8.0,50.0,yes,middle,low,no,100.0,66.67,60,1,2.0,1.0,0.85334,1.0,-5.0,16.0
male,17,2,97.85,8.0,40.0,yes,primary,high,no,79.6,80.0,40,1,1.9569999999999999,0.7959999999999999,0.8101999999999999,1.0,-15.0,21.852500000000003
female,17,12,93.55,8.0,65.0,yes,secondary,high,yes,92.8,60.0,65,1,11.225999999999999,0.9279999999999999,0.8726,1.0,10.0,4.057500000000001
male,19,5,87.1,6.0,55.0,yes,higher,high,no,85.6,53.33,55,1,4.355,0.856,0.76186,0.75,0.0,12.115000000000002
male,18,5,91.4,8.0,72.5,yes,middle,medium,no,90.4,73.33,70,1,4.57,0.904,0.8334600000000001,1.0,17.5,9.409999999999997
female,17,12,100.0,6.0,47.5,yes,middle,high,yes,100.0,53.33,0,0,12.0,1.0,0.9066599999999999,0.75,-7.5,0.0
female,18,5,77.42,6.0,87.5,yes,higher,medium,yes,74.8,40.0,90,1,3.871,0.748,0.66408,0.75,32.5,18.203
male,18,5,97.85,7.0,40.0,yes,higher,medium,yes,97.6,60.0,40,1,4.8925,0.976,0.8542,0.875,-15.0,5.352500000000004
male,18,8,98.92,7.0,62.5,no,middle,low,no,98.8,66.67,60,1,7.9136,0.988,0.9054200000000001,0.875,7.5,0.6780000000000002
female,17,8,95.7,8.0,47.5,no,secondary,medium,no,95.2,53.33,45,1,7.656000000000001,0.9520000000000001,0.8550600000000002,1.0,-7.5,2.7049999999999983
female,18,8,100.0,7.0,47.5,yes,middle,medium,yes,100.0,66.67,0,0,8.0,1.0,0.91334,0.875,-7.5,0.0
male,18,5,86.02,6.0,85.0,yes,higher,low,yes,84.4,73.33,85,1,4.301,0.8440000000000001,0.7939400000000001,0.75,30.0,12.793
male,17,5,97.85,8.0,45.0,yes,middle,medium,yes,97.6,86.67,50,1,4.8925,0.976,0.90754,1.0,-10.0,5.352500000000004
female,18,5,91.4,8.0,55.0,yes,higher,low,yes,90.4,73.33,55,1,4.57,0.904,0.8334600000000001,1.0,0.0,9.409999999999997
male,18,5,89.25,8.0,47.5,yes,secondary,medium,yes,88.0,93.33,50,1,4.4624999999999995,0.88,0.8576600000000001,1.0,-7.5,10.7625
female,18,5,100.0,7.0,15.0,yes,middle,low,no,100.0,80.0,0,0,5.0,1.0,0.91,0.875,-40.0,4.0
female,19,5,83.87,8.0,45.0,yes,secondary,medium,yes,46.0,80.0,45,1,4.1935,0.46,0.6834800000000001,1.0,-10.0,23.1455
female,18,12,95.7,6.0,72.5,yes,middle,medium,yes,95.2,93.33,70,1,11.484000000000002,0.9520000000000001,0.9550600000000001,0.75,17.5,2.7049999999999983
female,18,5,97.85,7.0,55.0,no,primary,high,yes,97.6,73.33,55,1,4.8925,0.976,0.88086,0.875,0.0,5.352500000000004
male,17,5,97.85,6.0,72.5,no,middle,low,yes,97.6,66.67,70,1,4.8925,0.976,0.86754,0.75,17.5,5.352500000000004
female,17,5,97.85,6.0,50.0,yes,secondary,medium,yes,97.6,66.67,50,1,4.8925,0.976,0.86754,0.75,-5.0,5.352500000000004
female,17,5,93.55,8.0,60.0,yes,middle,high,yes,92.8,80.0,60,1,4.6775,0.9279999999999999,0.8626000000000001,1.0,5.0,8.057500000000001
female,18,5,19.35,8.0,47.5,yes,middle,low,no,64.0,40.0,45,1,0.9675,0.64,0.39940000000000003,1.0,-7.5,41.2275
male,18,2,76.34,7.0,45.0,yes,higher,medium,yes,73.6,60.0,45,1,1.5268000000000002,0.736,0.6661600000000001,0.875,-10.0,30.881
female,18,5,83.87,8.0,42.5,yes,higher,medium,yes,64.0,66.67,40,1,4.1935,0.64,0.71082,1.0,-12.5,18.6455
male,18,2,91.4,6.0,52.5,yes,higher,high,yes,90.4,60.0,50,1,1.828,0.904,0.7768,0.75,-2.5,21.409999999999997
male,17,2,67.74,8.0,40.0,yes,middle,high,yes,64.0,86.67,40,1,1.3548,0.64,0.6563000000000001,1.0,-15.0,36.291
male,17,2,79.57,7.0,50.0,yes,middle,high,no,59.2,80.0,50,1,1.5914,0.5920000000000001,0.67588,0.875,-5.0,33.3505
female,18,12,98.92,7.0,60.0,no,primary,low,yes,98.8,60.0,60,1,11.8704,0.988,0.91208,0.875,5.0,0.6780000000000002
female,18,5,95.7,8.0,42.5,yes,primary,medium,yes,95.2,86.67,50,1,4.785,0.9520000000000001,0.8917400000000002,1.0,-12.5,6.704999999999998
female,17,5,95.7,8.0,47.5,yes,middle,medium,no,95.2,93.33,55,1,4.785,0.9520000000000001,0.9050600000000002,1.0,-7.5,6.704999999999998
male,17,5,97.85,8.0,55.0,yes,primary,medium,yes,97.6,66.67,55,1,4.8925,0.976,0.86754,1.0,0.0,5.352500000000004
female,18,8,94.62,6.0,90.0,yes,middle,medium,yes,94.0,66.67,95,1,7.5696,0.94,0.87382,0.75,35.0,3.3829999999999982
female,17,8,93.55,7.0,62.5,yes,primary,medium,yes,92.8,66.67,60,1,7.484,0.9279999999999999,0.8659400000000002,0.875,7.5,4.057500000000001
male,18,8,93.55,6.0,72.5,yes,middle,medium,yes,92.8,66.67,70,1,7.484,0.9279999999999999,0.8659400000000002,0.75,17.5,4.057500000000001
male,18,5,90.32,6.0,70.0,yes,higher,high,yes,89.2,80.0,75,1,4.515999999999999,0.892,0.8388800000000001,0.75,15.0,10.088000000000001
male,18,5,88.17,8.0,57.5,yes,secondary,medium,yes,86.8,60.0,55,1,4.4085,0.868,0.7830800000000001,1.0,2.5,11.4405
female,17,8,100.0,7.0,75.0,yes,higher,medium,yes,100.0,53.33,75,1,8.0,1.0,0.88666,0.875,20.0,0.0
female,18,5,87.1,8.0,60.0,yes,middle,high,no,67.6,80.0,65,1,4.355,0.6759999999999999,0.7612000000000001,1.0,5.0,16.615000000000002
female,17,12,93.55,7.0,90.0,no,middle,low,yes,92.8,40.0,90,1,11.225999999999999,0.9279999999999999,0.8326000000000001,0.875,35.0,4.057500000000001
male,18,8,91.4,8.0,67.5,yes,middle,low,yes,90.4,73.33,70,1,7.312,0.904,0.8634600000000001,1.0,12.5,5.409999999999997
male,17,2,95.7,8.0,65.0,yes,secondary,medium,yes,95.2,73.33,55,1,1.9140000000000001,0.9520000000000001,0.8350600000000001,1.0,10.0,18.705
female,19,5,100.0,6.0,47.5,yes,higher,medium,yes,100.0,60.0,0,0,5.0,1.0,0.87,0.75,-7.5,4.0
female,18,5,89.25,6.0,45.0,yes,higher,high,yes,88.0,86.67,40,1,4.4624999999999995,0.88,0.8443400000000001,0.75,-10.0,10.7625
female,18,12,100.0,7.0,67.5,yes,higher,medium,yes,100.0,66.67,70,1,12.0,1.0,0.93334,0.875,12.5,0.0
male,18,2,94.62,6.0,77.5,yes,higher,high,yes,94.0,46.67,80,1,1.8924,0.94,0.77382,0.75,22.5,19.383
female,18,5,84.95,8.0,55.0,yes,higher,high,no,83.2,66.67,55,1,4.2475000000000005,0.8320000000000001,0.7727400000000001,1.0,0.0,13.467499999999998
male,17,2,100.0,8.0,55.0,yes,higher,high,yes,100.0,40.0,50,1,2.0,1.0,0.8,1.0,0.0,16.0
female,17,8,100.0,7.0,67.5,yes,secondary,medium,yes,100.0,66.67,70,1,8.0,1.0,0.91334,0.875,12.5,0.0
female,17,12,100.0,8.0,85.0,yes,middle,medium,yes,100.0,60.0,90,1,12.0,1.0,0.9199999999999999,1.0,30.0,0.0
male,19,5,78.49,7.0,72.5,yes,secondary,medium,no,58.0,80.0,65,1,3.9244999999999997,0.58,0.6979600000000001,0.875,17.5,22.0285
female,18,5,91.4,7.0,65.0,yes,secondary,medium,yes,72.4,73.33,60,1,4.57,0.7240000000000001,0.7794600000000002,0.875,10.0,13.909999999999997
male,20,2,100.0,8.0,87.5,no,middle,medium,no,100.0,86.67,90,1,2.0,1.0,0.89334,1.0,32.5,16.0
male,19,2,59.14,8.0,42.5,yes,higher,medium,yes,46.0,73.33,40,1,1.1828,0.46,0.54122,1.0,-12.5,43.801
male,19,5,100.0,8.0,67.5,no,secondary,low,no,82.0,80.0,60,1,5.0,0.82,0.8560000000000001,1.0,12.5,8.5
female,19,5,80.65,7.0,55.0,yes,primary,high,yes,60.4,73.33,50,1,4.032500000000001,0.604,0.7004600000000001,0.875,0.0,20.6725
female,19,5,100.0,7.0,45.0,no,middle,high,no,82.0,66.67,0,0,5.0,0.82,0.8293400000000001,0.875,-10.0,8.5
female,19,5,78.49,6.0,65.0,yes,middle,medium,no,76.0,53.33,65,1,3.9244999999999997,0.76,0.69862,0.75,10.0,17.5285
male,19,5,96.77,8.0,60.0,yes,middle,medium,no,78.4,73.33,55,1,4.8385,0.784,0.8189400000000001,1.0,5.0,10.5305
female,19,5,76.34,6.0,57.5,yes,middle,high,yes,55.6,53.33,55,1,3.817,0.556,0.6288200000000002,0.75,2.5,23.381
female,19,8,84.95,7.0,70.0,yes,primary,medium,no,47.2,46.67,65,1,6.796,0.47200000000000003,0.6547400000000001,0.875,15.0,18.467499999999998
female,19,8,56.99,7.0,60.0,yes,middle,low,no,46.0,46.67,55,1,4.559200000000001,0.46,0.5393000000000001,0.875,5.0,28.5535
female,18,5,100.0,6.0,40.0,yes,middle,medium,yes,100.0,73.33,0,0,5.0,1.0,0.89666,0.75,-15.0,4.0
female,18,8,90.32,8.0,47.5,yes,higher,medium,yes,89.2,73.33,45,1,7.225599999999999,0.892,0.85554,1.0,-7.5,6.088000000000001
female,17,8,100.0,8.0,55.0,yes,higher,low,yes,100.0,73.33,50,1,8.0,1.0,0.92666,1.0,0.0,0.0
female,18,5,97.85,8.0,55.0,yes,higher,medium,yes,97.6,80.0,55,1,4.8925,0.976,0.8942,1.0,0.0,5.352500000000004
female,17,5,75.27,8.0,65.0,yes,higher,medium,yes,72.4,60.0,65,1,3.7634999999999996,0.7240000000000001,0.6882800000000001,1.0,10.0,19.5555
female,17,5,87.1,7.0,50.0,no,middle,medium,no,85.6,53.33,45,1,4.355,0.856,0.76186,0.875,-5.0,12.115000000000002
female,17,8,96.77,7.0,55.0,yes,middle,low,yes,96.4,53.33,55,1,7.7416,0.9640000000000001,0.86294,0.875,0.0,2.0305
female,17,8,98.92,8.0,65.0,yes,middle,medium,no,98.8,66.67,75,1,7.9136,0.988,0.9054200000000001,1.0,10.0,0.6780000000000002
female,17,8,100.0,6.0,77.5,yes,primary,high,no,100.0,60.0,75,1,8.0,1.0,0.8999999999999999,0.75,22.5,0.0
male,18,8,96.77,7.0,52.5,yes,higher,medium,no,96.4,66.67,55,1,7.7416,0.9640000000000001,0.8896200000000001,0.875,-2.5,2.0305
male,17,2,96.77,8.0,72.5,yes,secondary,medium,no,96.4,80.0,80,1,1.9354,0.9640000000000001,0.85628,1.0,17.5,18.0305
male,17,2,91.4,8.0,52.5,yes,middle,low,no,90.4,86.67,50,1,1.828,0.904,0.8301400000000001,1.0,-2.5,21.409999999999997
female,17,8,92.47,8.0,47.5,yes,higher,medium,yes,91.6,86.67,45,1,7.3976,0.9159999999999999,0.89802,1.0,-7.5,4.735500000000002
female,17,8,95.7,8.0,70.0,yes,higher,medium,yes,95.2,66.67,70,1,7.656000000000001,0.9520000000000001,0.8817400000000002,1.0,15.0,2.7049999999999983
male,18,12,97.85,8.0,42.5,yes,middle,high,no,97.6,93.33,40,1,11.741999999999999,0.976,0.97086,1.0,-12.5,1.3525000000000034
female,17,8,92.47,8.0,65.0,yes,secondary,low,no,91.6,73.33,70,1,7.3976,0.9159999999999999,0.87134,1.0,10.0,4.735500000000002
female,18,5,100.0,8.0,17.5,yes,secondary,medium,no,100.0,80.0,0,0,5.0,1.0,0.91,1.0,-37.5,4.0
female,18,5,100.0,6.0,40.0,yes,middle,high,no,100.0,66.67,0,0,5.0,1.0,0.88334,0.75,-15.0,4.0
female,18,12,100.0,8.0,47.5,no,middle,low,no,100.0,80.0,0,0,12.0,1.0,0.96,1.0,-7.5,0.0
female,17,8,82.8,8.0,77.5,yes,higher,medium,no,80.8,86.67,75,1,6.624,0.8079999999999999,0.82694,1.0,22.5,10.82
female,19,8,87.1,8.0,67.5,no,middle,low,yes,67.6,80.0,65,1,6.968,0.6759999999999999,0.7912000000000001,1.0,12.5,12.615000000000002
female,17,5,100.0,6.0,37.5,yes,middle,medium,yes,100.0,60.0,0,0,5.0,1.0,0.87,0.75,-17.5,4.0
female,18,12,92.47,6.0,77.5,yes,secondary,high,no,91.6,73.33,85,1,11.0964,0.9159999999999999,0.8913399999999999,0.75,22.5,4.735500000000002
female,17,5,95.7,6.0,47.5,yes,middle,low,yes,95.2,66.67,50,1,4.785,0.9520000000000001,0.8517400000000002,0.75,-7.5,6.704999999999998
female,19,8,95.7,7.0,57.5,yes,middle,medium,yes,77.2,73.33,55,1,7.656000000000001,0.772,0.8410600000000001,0.875,2.5,7.204999999999998
male,18,5,100.0,6.0,50.0,yes,higher,medium,no,82.0,66.67,0,0,5.0,0.82,0.8293400000000001,0.75,-5.0,8.5
male,18,5,88.17,8.0,77.5,yes,higher,high,no,86.8,66.67,75,1,4.4085,0.868,0.7964200000000001,1.0,22.5,11.4405
female,17,5,100.0,8.0,42.5,yes,middle,medium,no,82.0,46.67,0,0,5.0,0.82,0.78934,1.0,-12.5,8.5
female,18,8,95.7,7.0,52.5,yes,middle,medium,no,95.2,66.67,50,1,7.656000000000001,0.9520000000000001,0.8817400000000002,0.875,-2.5,2.7049999999999983
female,18,8,92.47,6.0,65.0,yes,middle,medium,no,91.6,80.0,70,1,7.3976,0.9159999999999999,0.8846799999999999,0.75,10.0,4.735500000000002
male,18,8,90.32,8.0,77.5,yes,higher,low,no,89.2,66.67,80,1,7.225599999999999,0.892,0.84222,1.0,22.5,6.088000000000001
male,18,8,100.0,8.0,50.0,yes,higher,medium,yes,100.0,93.33,45,1,8.0,1.0,0.9666600000000001,1.0,-5.0,0.0
female,17,8,100.0,8.0,70.0,yes,higher,medium,yes,100.0,73.33,75,1,8.0,1.0,0.92666,1.0,15.0,0.0
male,18,2,89.25,8.0,60.0,yes,middle,low,no,70.0,80.0,65,1,1.785,0.7,0.747,1.0,5.0,27.2625
male,19,5,91.4,6.0,37.5,yes,primary,low,no,36.4,86.67,40,1,4.57,0.364,0.6981400000000001,0.75,-17.5,22.909999999999997
male,17,5,97.85,7.0,65.0,yes,secondary,medium,yes,97.6,86.67,65,1,4.8925,0.976,0.90754,0.875,10.0,5.352500000000004
male,18,2,92.47,7.0,37.5,yes,middle,high,no,73.6,66.67,40,1,1.8494,0.736,0.74402,0.875,-17.5,25.235500000000002
male,19,2,95.7,8.0,40.0,yes,primary,low,no,77.2,80.0,40,1,1.9140000000000001,0.772,0.7944000000000001,1.0,-15.0,23.205
male,17,5,95.7,6.0,60.0,yes,higher,low,yes,95.2,93.33,55,1,4.785,0.9520000000000001,0.9050600000000002,0.75,5.0,6.704999999999998
female,18,5,100.0,8.0,47.5,no,secondary,medium,no,100.0,80.0,45,1,5.0,1.0,0.91,1.0,-7.5,4.0
female,17,5,95.7,8.0,62.5,yes,higher,low,yes,95.2,66.67,65,1,4.785,0.9520000000000001,0.8517400000000002,1.0,7.5,6.704999999999998
female,17,5,97.85,8.0,60.0,no,middle,high,no,97.6,40.0,55,1,4.8925,0.976,0.8142,1.0,5.0,5.352500000000004
male,18,2,95.7,7.0,50.0,yes,primary,high,no,95.2,53.33,50,1,1.9140000000000001,0.9520000000000001,0.7950600000000001,0.875,-5.0,18.705
female,18,8,100.0,8.0,85.0,yes,primary,high,no,100.0,66.67,80,1,8.0,1.0,0.91334,1.0,30.0,0.0
female,18,5,100.0,8.0,65.0,no,middle,low,no,100.0,73.33,65,1,5.0,1.0,0.89666,1.0,10.0,4.0
male,18,5,97.85,8.0,62.5,no,primary,low,no,79.6,73.33,60,1,4.8925,0.7959999999999999,0.8268599999999999,1.0,7.5,9.852500000000003
female,18,5,100.0,7.0,55.0,yes,secondary,medium,no,100.0,60.0,50,1,5.0,1.0,0.87,0.875,0.0,4.0
female,17,5,100.0,6.0,77.5,yes,higher,high,yes,100.0,60.0,75,1,5.0,1.0,0.87,0.75,22.5,4.0
female,17,5,100.0,7.0,57.5,no,middle,low,no,100.0,46.67,60,1,5.0,1.0,0.84334,0.875,2.5,4.0
male,18,5,95.7,7.0,50.0,no,middle,low,yes,95.2,66.67,50,1,4.785,0.9520000000000001,0.8517400000000002,0.875,-5.0,6.704999999999998
male,18,8,100.0,8.0,65.0,yes,higher,high,yes,100.0,53.33,65,1,8.0,1.0,0.88666,1.0,10.0,0.0
female,17,2,100.0,6.0,32.5,yes,primary,low,yes,82.0,53.33,0,0,2.0,0.82,0.77266,0.75,-22.5,20.5
female,18,2,100.0,8.0,52.5,yes,middle,medium,yes,100.0,66.67,50,1,2.0,1.0,0.85334,1.0,-2.5,16.0
female,18,5,89.25,8.0,65.0,yes,higher,low,yes,88.0,46.67,55,1,4.4624999999999995,0.88,0.76434,1.0,10.0,10.7625
female,19,5,95.7,7.0,35.0,no,middle,high,no,59.2,46.67,45,1,4.785,0.5920000000000001,0.70374,0.875,-20.0,15.704999999999998
male,18,2,96.77,7.0,65.0,yes,middle,low,yes,96.4,66.67,60,1,1.9354,0.9640000000000001,0.82962,0.875,10.0,18.0305
female,17,8,91.4,7.0,60.0,no,middle,medium,no,90.4,66.67,55,1,7.312,0.904,0.8501400000000001,0.875,5.0,5.409999999999997
female,17,2,84.95,6.0,27.5,yes,middle,low,no,83.2,86.67,25,0,1.699,0.8320000000000001,0.7827400000000001,0.75,-27.5,25.467499999999998
female,18,8,100.0,6.0,92.5,yes,higher,low,no,100.0,86.67,95,1,8.0,1.0,0.9533400000000001,0.75,37.5,0.0
female,18,8,97.85,8.0,40.0,yes,primary,low,no,97.6,60.0,50,1,7.827999999999999,0.976,0.8841999999999999,1.0,-15.0,1.3525000000000034
female,20,8,95.7,7.0,72.5,yes,secondary,medium,yes,59.2,80.0,75,1,7.656000000000001,0.5920000000000001,0.8004,0.875,17.5,11.704999999999998
